5.939813143945549267e-01,2.086678350519409753e-01,-6.207016152443503021e-01,-1.017218115171119486e+00,-5.575644855253812926e-01,-6.368870106160059441e-01,7.865565141527833259e-02,6.694055112111017003e-01,3.458273559300258371e-01,5.125865839211919406e-01
-1.154661463271329652e-01,-7.726088532720046809e-01,-3.866214593906295849e-01,-5.531608404015522229e-01,-5.942761879651804469e-01,9.812161925480799018e-01,2.421383647119076388e-01,-6.419173368277641956e-01,-4.619944275155216107e-01,-3.029777643010721500e-01
6.751459282336690071e-02,3.385089367753518208e-01,-9.878573335968753033e-02,-1.437343674417050632e-01,-1.187164859995205740e-01,6.324711118787174069e-01,-3.727605365830125028e-01,7.778436315106227461e-01,3.533998423078027473e-02,-2.829064776821181293e-01
-9.289523179789177521e-03,-2.980124186490499261e-01,-2.835777733634191680e-02,6.241949850725603266e-01,-7.353672451736245064e-01,-1.070416194374800983e-01,-1.609251452233736307e-02,3.580979601969851989e-01,5.996283523158099094e-01,-2.864149323562352745e-01
2.882366833183223551e-02,2.920947785359040982e-01,-2.219010426942503167e-01,3.519010232939704941e-01,1.044785565640452107e+00,-4.982851501232925528e-01,3.666192086374399084e-01,-8.632066677303643076e-02,-9.567622291891224595e-01,5.873772135404046191e-01
9.801032343122491053e-01,9.403884243271355692e-03,4.801370194309902417e-01,1.247115443841654292e-01,-3.172625820151989129e-01,-2.638476287294982958e-01,-4.081848862528147243e-02,-3.491997385853334301e-01,2.656948299530264568e-01,-1.993998358040234564e-01
4.399889664985750515e-01,9.705713720158198887e-01,-1.043083846957845867e-01,-1.944114328030319971e-01,-5.011629914881635672e-01,-1.477122728313810252e-01,-3.634536182998367171e-02,-1.115645165405878131e-01,-7.003549336151144722e-01,4.120241632784232833e-01
-1.573110426771844872e-01,-5.190332277103923975e-01,-6.282512995936697653e-01,-6.554565276857363676e-01,7.168604963346600911e-01,3.873965061610050720e-01,-1.376981272671225437e-03,-2.972406553867194545e-01,8.407884375670172661e-01,1.976501074417521542e-01
7.965933344214709555e-02,-1.739318667183183675e-01,4.708710621300099541e-01,2.365110396103667079e-01,-5.782177797822232179e-01,-3.960592797873418447e-01,2.967284995835349770e-01,1.309101995413287228e-02,-3.397868792320349329e-01,2.810840821908558093e-02
-3.728267753137025631e-01,-3.285922016937843915e-01,-2.982222968005656116e-01,-8.535834594776710305e-02,1.038657534305438945e+00,-6.206884184969604368e-01,-1.445282145603802582e-01,-3.485501641735287010e-02,1.063219907537300835e-01,6.937172970381849657e-03
