6.258471114388735046e-01,6.080383135265421402e-01,-5.930382852708742103e-01,-1.143531390615252885e+00,-3.242505452776172636e-01,-8.908433877549304380e-01,8.189302974145568070e-02,8.246352072481016870e-01,-1.936534838402002578e-01,2.754126628507708729e-01
5.552576395729873493e-01,-7.544053340979989253e-01,-3.866494917916443175e-01,6.971629186944570122e-01,-1.208079883459469928e+00,9.918448390637323309e-01,2.039629417696779690e-01,-1.720601130083863062e+00,3.852423391476497150e-01,-3.045916261377121584e-02
1.283720718050287979e-01,7.494274020290018212e-01,-1.004643770945280318e-01,-4.587240784610667199e-01,-3.483623669019045299e-02,1.145750576780104835e+00,-3.155617501478382714e-01,4.650669407228141261e-01,-5.347103333460292984e-02,2.304385892606784225e-01
4.242868856884845358e-02,-8.318095085641094566e-02,-2.853184735282323498e-02,2.226243278914845358e-01,9.244251584422767676e-02,4.908355210591663909e-01,1.527100252331946850e-01,2.616422639369765310e-02,1.090833382626095638e+00,-1.184068853599999915e+00
-6.995226937531093814e-01,1.906409020507111585e-01,-2.219814484785096464e-01,2.903574148087727513e-01,4.387301301427685152e-01,-1.046269930095442557e+00,3.357995155045336855e-01,9.542561093867654720e-02,-5.430190885046934923e-01,8.856618330002465900e-01
1.349858126366978883e+00,2.475955028298851002e-01,4.591246282280569968e-01,-2.221686112866254059e-01,-5.129629160375841906e-02,-1.459136675704277297e-01,-1.457009585876916924e-01,-1.709199074601294444e-01,3.440909293117733747e-01,-4.999287341839156462e-01
9.380601226856530861e-01,1.342333497706316603e+00,-1.057838400202874424e-01,-5.031702182720017014e-01,-1.137659110884013502e+00,-1.846706324015968403e-01,-4.277709456661996784e-02,9.407866311655588287e-02,-1.070103660877045115e+00,7.869472658418299460e-01
-2.942691141808090327e-01,-8.198243430370165674e-01,-6.282567035444202030e-01,-7.982309209319460308e-01,1.304381011599504703e+00,1.094132718529613690e+00,-1.505877853315686944e-02,-2.604984145404034071e-02,3.156134472095516452e-01,7.034775469118349500e-01
-5.490459848357019945e-01,-5.136071777064677990e-01,4.676869817682171027e-01,6.297346321552075299e-01,-1.080208173309987973e+00,-6.515234344526761312e-01,2.793557880157415685e-01,2.698880984913343273e-01,-5.979714202795047839e-01,9.209841202302236629e-02
-5.618083453638418323e-01,-1.239949573865838151e+00,-2.982471439974824778e-01,-2.607511107288742677e-02,1.398512421969783759e+00,-1.472780172591695802e+00,-1.624030914748048060e-01,4.396523244289066712e-01,5.714106973955863228e-02,-5.865949202629061610e-01
