6.774006132956410520e-01,4.204553599072961001e-01,-6.027829949162696321e-01,-8.716051322235673915e-01,-4.917914417077026701e-01,-9.469831745588813687e-01,8.027288244171630616e-02,7.082271828486832455e-01,5.626229494427938821e-02,4.637269695488701049e-01
2.163934800786719015e-01,-7.793930587677273536e-01,-3.866456351706684114e-01,2.608447142980381828e-01,-7.446765574726410541e-01,9.032820613191688830e-01,2.218411638693721377e-01,-1.243358405302638525e+00,-1.819655567150423314e-01,-2.187285819646489216e-01
2.150885063793300522e-01,4.573264682104248302e-01,-9.925180195152201457e-02,-3.442199557870583293e-01,-2.705684721864149919e-02,7.143440701563674722e-01,-3.438517026387458708e-01,5.309608825401143095e-01,-4.999467866922011755e-02,-5.854590370858778897e-02
3.557358030458011855e-02,2.871387289676468994e-03,-2.847011321879977172e-02,3.374777429876463231e-01,-2.382251015712578135e-01,8.919384849493286471e-02,3.963481158817184352e-02,3.562054720766621302e-02,7.367837745653248449e-01,-6.949923797084983645e-01
-2.615030613990790842e-01,2.687687603519951507e-01,-2.219780292531412236e-01,1.970261329187243948e-01,6.224676822468948600e-01,-5.410145572814311077e-01,3.517002872203948138e-01,1.109333280030454227e-01,-6.090232374537632998e-01,7.321655413247671884e-01
1.083319192389281982e+00,2.452493625308012626e-01,4.661471463876767363e-01,-8.288014796210564639e-02,-2.247645220213719541e-01,-9.595866794140994749e-02,-6.433699196887429639e-02,-2.292033624949792459e-01,1.669992898986510377e-01,-1.992835313359863358e-01
6.409879474690663992e-01,1.088234678267423039e+00,-1.051874864806975340e-01,-3.249251975655393920e-01,-7.637932079830866972e-01,-5.762730415405217105e-02,-3.936111233065158616e-02,-2.010864513297079895e-02,-7.064904217408181086e-01,5.629907074687542368e-01
-2.626060170593433885e-01,-6.366811549883271137e-01,-6.282566133300151456e-01,-9.068340110664809828e-01,9.137660441894082108e-01,8.087340197046358758e-01,-5.778409507701112030e-03,-3.787015120479336056e-02,6.662690111473520416e-01,7.157897720744471615e-01
-5.482051581073190683e-01,-3.339512546006490057e-01,4.685211582525485863e-01,5.538610860989989781e-01,-8.280964343056348431e-01,-6.021451515527167508e-01,2.801877905610966613e-01,9.449088491292111092e-02,-4.602599015492870871e-01,-1.743907781170482563e-01
-2.612714610459123121e-01,-1.005812309622179379e+00,-2.982371578733892803e-01,-1.307662687885048636e-01,1.179906224175290674e+00,-9.412627136207748491e-01,-1.480890922802862164e-01,3.476479309650022942e-01,1.161219067711177222e-01,-4.557471763542737531e-01
